transcript gene 001_5d234 002_embABC 003_rootABC 004_15d124 005_leafABC 006_inf2FGH 007_nodABC 008_inf1ABC
MLOC_42299.1 MLOC_42299 0.697289 0 0 0.933162 0 1.1902 1.05899 0.913315
MLOC_42305 MLOC_42305 218.92 122.874 138.994 329.381 89.9792 219.069 118.365 172.157
MLOC_42306.1 MLOC_42306 1.31365 1.57414 2.30186 3.24422 1.58655 3.68676 1.31034 1.03797
MLOC_4231.1 MLOC_4231 25.8605 31.9941 35.22 39.0702 23.9407 26.2741 250.931 23.0905
MLOC_42311 MLOC_42311 1.25829 1.92396 10.144 0.978229 11.7208 0 156.843 0.096874
MLOC_42314.1 MLOC_42314 1.26038 0.429522 0.901486 2.46487 0.257803 1.39474 0.84885 1.37829
MLOC_4232 MLOC_4232 7.22029 13.257 17.3164 0.648108 3.42553 14.6332 40.7338 10.261
MLOC_42327.1 MLOC_42327 0 0 0 1.21073 1.72545 0 3.20865 0.317242
MLOC_42340.1 MLOC_42340 1.01834 1.04395 1.78653 1.04021 0.977265 2.95467 2.48872 2.62768
MLOC_4235.4 MLOC_4235 9.04194 5.27572 7.50686 12.0692 4.86913 24.4898 9.71244 14.5341
MLOC_42368.1 MLOC_42368 0 6.35542 6.57875 2.89513 1.91822 15.0348 18.3293 9.3833
MLOC_42384.1 MLOC_42384 0 0 0 0 0 1.01467 0.0257686 0
MLOC_4239.1 MLOC_4239 12.7789 12.1163 15.7987 9.70832 6.21951 16.0317 19.0282 12.5398
MLOC_42391.1 MLOC_42391 0.831294 0.32593 0 1.75641 0.65768 0.400573 1.67489 0.787135
MLOC_42395.1 MLOC_42395 0.463726 0.466384 0 3.08393 0.928684 1.93272 0.427988 1.01738
MLOC_42402 MLOC_42402 3.57252 8.13518 8.85873 2.11272 5.77393 20.8291 82.2926 18.7183
MLOC_42410.1 MLOC_42410 1.56706 0.77496 0.371277 3.9177 0.782474 2.53988 1.71252 1.01579
MLOC_42415.1 MLOC_42415 0 1.40903 3.45928 1.11147 0.940124 4.73177 5.18525 2.87072
MLOC_42422.1 MLOC_42422 0.169668 0.171736 0.490271 0.379416 0.326134 0.404428 0.207017 0.123155
MLOC_42425 MLOC_42425 4.53782 4.54747 2.91358 5.43962 3.82245 8.52755 14.2446 6.56651
MLOC_42431 MLOC_42431 0 1.17592 5.07677 0.219254 4.2575 0.131656 8.98796 0.21436
MLOC_42436.1 MLOC_42436 0.522425 1.25765 0.458759 0.827822 0.639449 1.03318 2.75631 0.614076
MLOC_42437.1 MLOC_42437 0.563864 0.151148 0.135229 0.157667 0.347222 0.548383 0.625522 0.230533
MLOC_42439.1 MLOC_42439 0.173649 0 0 0.368526 0 1.17013 0 0.142968
MLOC_4244.1 MLOC_4244 0.191493 0.325351 0.347637 0.289792 0.0920172 0 1.0829 0
MLOC_42441.1 MLOC_42441 1.01227 0 2.43757 3.46362 0.955983 2.64055 1.25922 1.34859
MLOC_42461.1 MLOC_42461 0.62484 0 0 2.59871 0.825656 1.78074 0.0410755 1.37283
MLOC_42466 MLOC_42466 4.10258 6.43292 3.92636 1.81173 3.99819 5.95478 9.7566 6.88902
MLOC_4248 MLOC_4248 5.36641 9.70581 11.102 6.05933 2.95777 4.90201 13.6877 4.83949
MLOC_42487.1 MLOC_42487 24.8366 0 0 0 0 0 0 0.42309
MLOC_42492.1 MLOC_42492 1.51981 0 2.28198 1.12833 0.459508 1.28114 0.197612 0.408725
MLOC_42499.1 MLOC_42499 21.0645 13.838 12.7873 36.9345 7.8665 9.75718 40.2618 9.54846
MLOC_42500.1 MLOC_42500 10.4488 7.00112 13.9582 16.3157 14.2097 13.0492 58.7532 15.5144
MLOC_42504 MLOC_42504 9.8333 1.58935 0.058335 4.43715 42.9991 1.12905 24.3828 1.33218
MLOC_4251 MLOC_4251 2.97906 2.12336 3.31495 2.11698 1.7291 4.47264 2.16148 3.56225
MLOC_42518.1 MLOC_42518 31.3489 27.4318 20.4921 10.6841 2.34222 86.5345 0 73.6137
MLOC_42519.1 MLOC_42519 2.07516 0.347587 1.52064 3.79128 0.723523 3.01707 3.41686 1.16104
MLOC_42524.1 MLOC_42524 1.71461 0.623975 1.01611 1.49964 1.42108 3.22567 0.972884 2.55339
MLOC_42531.1 MLOC_42531 0.333981 0.20695 0 0.479142 0.29889 0.831387 0.662703 0.169788
MLOC_42539 MLOC_42539 4.83083 5.48058 13.5657 6.36221 1.5572 23.7543 4.41621 14.5193
MLOC_42568.1 MLOC_42568 8.05489 3.23896 4.23704 11.1176 5.33586 14.2195 19.0784 6.0671
MLOC_4257.1 MLOC_4257 19.1929 24.9132 14.0338 9.9141 38.0933 17.1393 58.2718 18.5549
MLOC_42570.1 MLOC_42570 1.36717 1.713 1.52346 2.04721 1.27389 4.47659 1.59015 1.56864
MLOC_42591.1 MLOC_42591 39.5506 10.2746 20.6209 29.1236 9.57939 44.7066 55.3015 20.0267
MLOC_42598 MLOC_42598 1.94225 1.46479 2.731 0.959008 0.711298 1.31196 3.12534 1.46309
MLOC_42618 MLOC_42618 0.175531 25.0456 23.2883 0.761166 9.01705 0.216422 281.69 0.0953314
MLOC_42631.1 MLOC_42631 0.726157 1.14539 2.97925 0.415162 0.81394 1.59638 1.44425 1.04693
MLOC_42635.1 MLOC_42635 0.885005 0.366217 0.393959 1.89165 0.446462 0.604257 0.963415 0.366413
MLOC_42650.1 MLOC_42650 6.09448 2.33869 2.08781 18.205 4.57189 29.0716 6.29181 11.2026
MLOC_42667.1 MLOC_42667 0.880889 0.746424 2.81353 2.37824 1.35208 5.96456 8.36803 3.53707
MLOC_42668.1 MLOC_42668 0.374965 0.298141 0.447717 0.716081 0.443065 1.20806 0.482361 0.549713
MLOC_42674.1 MLOC_42674 1.08748 0.625345 2.46244 5.89871 0 1.84509 0.567165 0.590612
MLOC_42695 MLOC_42695 0 29.9118 72.1714 0.66402 9.98119 0 0 0
MLOC_4270.2 MLOC_4270 11.0563 27.6051 32.8869 6.91456 13.658 17.2257 99.617 15.5572
MLOC_4271.2 MLOC_4271 18.4631 26.8125 18.1383 8.1516 6.34782 24.6237 33.3252 22.8028
MLOC_42717 MLOC_42717 0.78228 0.887751 2.34291 0 0.67851 0.852046 2.81294 0.260094
MLOC_4273.2 MLOC_4273 95.9953 134.144 76.4408 26.8503 33.9993 74.557 170.047 67.8949
MLOC_42752.1 MLOC_42752 0.302069 0.986616 1.51597 0.530621 1.19767 0.322283 1.58354 0.230355
MLOC_42756.1 MLOC_42756 0.0383401 0.821586 3.14801 0.120832 0.11397 0.253463 1.12712 0.120003
MLOC_42758.1 MLOC_42758 1.31988 0.656513 0.736875 3.1585 1.96846 3.05911 1.53082 1.10915
MLOC_42759 MLOC_42759 22.0544 17.747 30.0472 105.726 11.216 44.8467 34.5966 25.5176
MLOC_4276.1 MLOC_4276 0.0406532 2.99349 2.48736 0.0750866 0.228627 0.254925 0.477872 0.115719
MLOC_42760.2 MLOC_42760 1.68851 1.60046 1.20563 2.31206 1.50444 2.28353 8.96651 1.29205
MLOC_42762.2 MLOC_42762 3.63479 2.29701 2.00086 2.91613 2.16703 4.1505 14.1905 2.39085
MLOC_42767.1 MLOC_42767 0.96706 0.917872 1.76413 0.642649 0.535686 1.53582 3.8124 1.10786
MLOC_42781.1 MLOC_42781 1.35201 1.01582 0.408496 2.83493 0.322307 2.65842 2.5029 0.982673
MLOC_4279 MLOC_4279 3.87545 9.54923 11.9606 2.94157 4.43101 1.77835 33.0946 3.68076
MLOC_42791.1 MLOC_42791 2.45644 3.00692 2.94292 5.27506 1.68755 6.0665 4.42346 2.3813
MLOC_42798.1 MLOC_42798 0.268614 0 0.325062 0 2.74458 0 0 0
MLOC_4280 MLOC_4280 0.324005 0.388828 0 28.0057 0 0 0 0
MLOC_42801.1 MLOC_42801 4.12184 1.78464 4.32254 4.17554 1.31675 5.82133 2.87079 3.56341
MLOC_42806.1 MLOC_42806 17.4594 4.32995 7.27625 29.9967 13.3239 24.1949 16.8302 9.55487
MLOC_42807.1 MLOC_42807 0 0.237621 1.55439 1.16656 0.364123 0 0.749316 0.219795
MLOC_42816.1 MLOC_42816 0.371774 0.250709 1.10161 1.24037 0.636257 1.4367 0.64941 0.696368
MLOC_42818.1 MLOC_42818 5.60117 3.79265 4.17635 4.9273 2.47968 10.896 4.69285 7.48989
MLOC_42821.1 MLOC_42821 10.8165 11.251 11.9025 3.91302 17.0309 15.0814 55.1417 9.67653
MLOC_42826 MLOC_42826 6.78438 15.4687 5.4671 2.35234 13.1705 7.82983 5.03564 5.14848
MLOC_4283 MLOC_4283 12.0737 24.2769 21.3332 10.8653 14.1562 11.4745 108.248 14.996
MLOC_42839.1 MLOC_42839 3.36892 4.10864 3.67347 2.22281 8.33538 3.74476 10.2292 3.17822
MLOC_4284 MLOC_4284 3.78217 0.244322 0.456801 3.17046 0.0620494 0 0.514269 0
MLOC_42840.1 MLOC_42840 0.266444 0.74677 0.371499 0.509339 0.370299 0.593548 0.558547 0.504152
MLOC_42860 MLOC_42860 5.33322 4.50394 2.53174 1.4624 21.2071 9.39589 23.9262 6.52805
MLOC_42865 MLOC_42865 4.18482 5.15914 6.14486 0.404659 5.28389 0.543203 89.8959 0.705394
MLOC_42866.1 MLOC_42866 0 0.644305 0.922347 0 0 0 0.00868397 0
MLOC_42872.1 MLOC_42872 1.64812 0.595083 1.10925 1.53647 2.35654 3.89124 2.14612 1.4015
MLOC_42873.1 MLOC_42873 0 0 0 0 0.264607 0 0 0
MLOC_42874 MLOC_42874 42.5605 15.054 15.4928 23.8246 2.62041 22.9745 11.2639 16.2779
MLOC_42878 MLOC_42878 102.572 10.7306 9.62509 17.886 634.8 7.49331 2698.44 6.34975
MLOC_429 MLOC_429 4.35434 5.54177 4.79728 0.750687 1.04231 11.8085 0.609991 9.22802
MLOC_4290 MLOC_4290 17.5004 17.3118 15.5005 2.54426 16.9138 10.3599 54.579 13.1885
MLOC_42900.1 MLOC_42900 6.48419 6.14057 17.9242 8.49141 27.0273 0.122054 32.1065 0.111909
MLOC_42909 MLOC_42909 11.0163 8.08887 19.8468 9.3191 4.92115 12.5102 44.836 7.95678
MLOC_42911 MLOC_42911 27.8573 6.28171 0.333629 1.55433 70.8017 0.639689 20.3009 0.944612
MLOC_42913.1 MLOC_42913 1.91526 0.961105 0 5.31119 1.71302 2.75257 1.85101 1.03154
MLOC_42928 MLOC_42928 4.71463 4.9501 6.89406 6.47203 3.4953 10.729 22.8114 5.65844
MLOC_42935.1 MLOC_42935 0.12488 1.18968 0.359475 0 11.4541 0.417943 48.3609 1.00627
MLOC_42936 MLOC_42936 0 0.670745 0.385708 0.388579 0 0 1.70672 1.07246
MLOC_4294.1 MLOC_4294 13.5742 9.48596 8.77079 11.8447 7.63504 48.7477 0.601437 43.5297
MLOC_42946 MLOC_42946 0 9.20696 18.623 0 0.245306 0 0.0994461 0
MLOC_42947.1 MLOC_42947 32.1803 16.5381 18.0712 14.6905 5.97637 84.2439 0 87.668
MLOC_42949 MLOC_42949 11.5521 5.25391 6.96376 4.61274 0.711169 18.3335 4.11371 20.6455
MLOC_4295.2 MLOC_4295 9.30139 7.90188 11.4008 26.9351 5.48661 15.4687 9.98441 10.1647
MLOC_42952.1 MLOC_42952 0.929253 0.999213 0.917779 0.700259 0.83986 1.35233 2.15718 0.673272
MLOC_42956.1 MLOC_42956 0.438804 0 0 2.78275 0.505323 0.129681 0 0
MLOC_42957.1 MLOC_42957 63.1853 65.0677 114.746 67.2018 85.1965 46.617 357.159 39.9849
MLOC_42960 MLOC_42960 0.357591 0.250632 0.112834 0.232661 0.302337 0 2.3235 0.0616537
MLOC_42961 MLOC_42961 9.981 5.22459 9.19198 14.0493 6.94614 13.2146 9.88492 7.96329
MLOC_42962 MLOC_42962 0.224339 0.257947 1.91678 0 24.3344 0.0863524 0.176653 0
MLOC_4297 MLOC_4297 17.098 13.5105 11.6824 10.6138 22.5094 14.3415 28.0544 10.7415
MLOC_4298.1 MLOC_4298 2.80763 2.0855 1.67902 0.393815 0.329394 6.9358 0.104531 5.66225
MLOC_4299.2 MLOC_4299 1.88252 1.30162 2.06833 1.52609 0.37005 7.29124 0.651953 4.23905
MLOC_42990.1 MLOC_42990 3.63632 2.15102 2.7356 0.682463 1.17326 7.45198 5.235 2.67293
MLOC_430.1 MLOC_430 1.42659 5.38432 16.6179 1.8603 4.67194 3.28406 0.988197 3.73914
MLOC_43005 MLOC_43005 9.03222 6.69489 8.62809 7.74165 7.99083 15.0573 46.4567 10.173
MLOC_43008.1 MLOC_43008 0.450459 0.18411 0.373644 0.50222 2.86028 0.114851 6.30528 0.0401305
MLOC_43017 MLOC_43017 8.02045 4.12414 3.21253 5.49539 2.61772 4.9725 7.18108 4.18585
MLOC_43022 MLOC_43022 8.83114 4.97463 6.36683 7.87248 14.143 16.9975 14.4367 10.4406
MLOC_43026 MLOC_43026 11.764 14.626 9.76308 3.92056 4.86206 34.6556 26.3992 27.8592
MLOC_43028.1 MLOC_43028 0 0 0 0 12.9009 0 0 0
MLOC_4303 MLOC_4303 18.0409 10.9246 14.0177 30.0471 10.183 29.5493 24.269 16.6194
MLOC_43032 MLOC_43032 37.7739 33.9577 15.7187 5.37292 1.72399 0.326733 3.9149 0.109327
MLOC_43035.1 MLOC_43035 5.90071 1.84513 2.88098 3.4734 1.77682 6.50325 10.057 4.07169
MLOC_43039 MLOC_43039 2.91312 3.68721 4.11336 2.34651 4.33787 11.946 7.75347 8.52445
MLOC_43041 MLOC_43041 0.0213484 3.11491 3.46407 0.138733 0.574159 3.74596 3.05089 3.51267
MLOC_43042.1 MLOC_43042 4.29675 2.52403 4.30917 4.79809 2.64831 4.14865 9.54822 2.41271
MLOC_43043.2 MLOC_43043 22.819 19.9656 26.4709 43.3037 14.3924 25.9457 84.9865 17.1549
MLOC_43046 MLOC_43046 0 1.00746 8.85597 0.0680387 1.51196 35.5847 1.28888 32.5134
MLOC_43049.1 MLOC_43049 4.60349 8.71174 12.1249 3.2919 45.5763 1.92146 6.68302 1.86624
MLOC_4305.2 MLOC_4305 37.4966 40.6617 58.963 79.4238 39.4747 24.6164 177.15 22.2432
MLOC_43056 MLOC_43056 5.27654 10.3555 9.31537 1.10872 1.68828 4.08321 9.13959 3.87894
MLOC_43063.1 MLOC_43063 0.260499 0.0219971 0 2.38826 0.0622266 0.0372468 0.0283116 0
MLOC_43072 MLOC_43072 18.2444 12.2312 14.2692 49.8632 21.646 14.5685 48.2098 13.1659
MLOC_43076.1 MLOC_43076 12.3495 7.49184 4.60055 9.67599 1.52218 12.0852 24.5724 7.86861
MLOC_43077.1 MLOC_43077 0 0 6.68821 0.243187 0.170359 0 0 0
MLOC_43080.2 MLOC_43080 1.65265 4.70351 3.11506 0.200724 1.43306 4.33824 10.1416 18.4766
MLOC_43082.1 MLOC_43082 1.52343 1.3449 1.64557 0.309837 0.612567 1.76266 4.0748 2.97692
MLOC_43086.1 MLOC_43086 0 0.384051 0.320539 0 0.665322 1.54633 1.74013 1.02692
MLOC_43104.1 MLOC_43104 0.581515 0.517221 0.398326 0.295487 0.270555 0.897014 0.0710571 1.15141
MLOC_43107 MLOC_43107 2.73172 4.367 7.2436 3.06171 3.64231 8.98012 9.18996 8.71593
MLOC_43110 MLOC_43110 0.595743 0.202657 2.37581 0.468575 0.346524 2.6559 2.65315 3.04927
MLOC_43135.1 MLOC_43135 0 0 0 0 0.545709 0.495871 0 0.0959564
MLOC_43136.1 MLOC_43136 0.0267901 0.118452 0.206026 0.0918499 0.214053 0.223083 0.218713 0.0315337
MLOC_43138 MLOC_43138 0.532859 0.957567 3.08836 0.94143 1.38921 0.594293 6.36881 0.365618
MLOC_4314.2 MLOC_4314 3.24234 0.304227 0.278671 5.96885 0.20537 1.29878 1.31257 0.221433
MLOC_43140.1 MLOC_43140 17.7746 25.6846 5.00213 3.94561 139.36 12.245 117.836 16.3204
MLOC_43145 MLOC_43145 20.6037 20.8914 35.5922 26.7412 26.5422 35.189 176.298 25.5558
MLOC_43149.1 MLOC_43149 30.8612 17.9665 24.2382 45.7569 21.1965 45.2235 62.5706 36.5368
MLOC_43152.1 MLOC_43152 171.903 43.9083 102.684 18.6083 18.2278 0.0664484 308.524 0.182847
MLOC_43156.1 MLOC_43156 0 0.130341 6.64381 0 1.00028 0.229269 0.369282 0.183952
MLOC_43163.1 MLOC_43163 0 0 6.09304 0 0 0 0 0
MLOC_43164 MLOC_43164 17.1648 7.41408 10.3362 14.798 6.68793 10.5851 9.87483 11.1208
MLOC_43168 MLOC_43168 10.695 9.80454 7.18231 3.74321 3.40052 16.424 6.5131 13.165
MLOC_4317.1 MLOC_4317 0.018428 7.11871 6.19176 0.0884133 0.402645 0 0.0222027 0.0307026
MLOC_43178.3 MLOC_43178 0.0745527 3.4899 0.977222 0.0655998 0.478232 1.40284 1.47746 1.35658
MLOC_43183.1 MLOC_43183 0.184873 0.263032 0.252162 0.559834 0.255234 0.56799 0.256614 0.271573
MLOC_4319.1 MLOC_4319 7.49461 9.75837 11.5533 7.52057 6.55199 7.15753 16.853 6.48001
MLOC_43191 MLOC_43191 20.7998 11.2077 14.3509 16.4359 4.85747 36.8564 9.71429 25.3028
MLOC_43194.1 MLOC_43194 9.29701 2.65033 2.41229 1.32035 0.911292 8.0932 4.95908 5.59211
MLOC_43197.1 MLOC_43197 0 0.242763 0.337074 0 0.165741 0.4689 0 0.150925
MLOC_43207.1 MLOC_43207 0.129649 0.617218 2.97696 0.138062 1.62506 0.151034 6.13601 0.12036
MLOC_4321.3 MLOC_4321 2.95063 2.56954 4.67519 4.67304 3.15932 6.15037 8.94543 3.92506
MLOC_43211 MLOC_43211 0.660053 0.35384 0.41429 1.96558 0.316135 0.682474 0.475158 0.689159
MLOC_43217.1 MLOC_43217 0.692642 0.245606 0.360709 1.37531 0.214635 1.04249 0.223035 0.517329
MLOC_43219.1 MLOC_43219 14.8454 8.40658 9.26054 22.1209 6.38372 19.6005 16.5574 10.8602
MLOC_43232.1 MLOC_43232 0.34514 0.265692 0.602129 0.441988 43.8296 0.140266 23.3422 0.0621411
MLOC_43235 MLOC_43235 0.230038 0.151266 0.384879 1.82056 10.3452 0.286966 0.796497 0.0501872
MLOC_43237.1 MLOC_43237 1.4838 1.22017 38.7385 0.400315 16.368 0.141289 127.512 0.137068
MLOC_4324.1 MLOC_4324 6.08078 3.61611 2.27948 4.51938 4.07356 6.72832 1.99522 7.89203
MLOC_43244.1 MLOC_43244 6.03119 7.52393 4.13986 0.490804 0.971712 12.8939 0.129191 11.472
MLOC_43249.1 MLOC_43249 8.15441 8.22314 9.54756 6.99027 5.07833 11.3544 11.4599 8.82118
MLOC_43253 MLOC_43253 2.05502 1.50458 6.76536 0.401022 0.98813 0.666162 1.95693 0.467151
MLOC_43257.1 MLOC_43257 0.0977405 0.151043 0.315863 0.18231 0.0942919 0.134088 0.889932 0.167111
MLOC_4326.9 MLOC_4326 0.706479 1.12613 0.373725 0.866617 0.850543 0.387958 8.82748 0.17272
MLOC_43263 MLOC_43263 2.88374 5.67405 13.5494 3.92037 3.56631 1.41348 21.7607 1.05648
MLOC_4327.1 MLOC_4327 0 0.718016 0.0914181 0 0.260067 0.181373 7.22911 0
MLOC_43271.1 MLOC_43271 1.94328 0.500217 0.875095 2.03167 5.70294 2.37038 9.14478 1.56808
MLOC_43273 MLOC_43273 7.0752 3.24499 5.26626 4.80555 6.2608 11.6296 63.1444 6.88613
MLOC_43280.1 MLOC_43280 1.11906 0.282233 0.269124 0.742546 0.290966 0.735919 1.21125 0.379019
MLOC_43281 MLOC_43281 0.946444 2.62899 3.5696 0.433647 0.385205 3.08902 9.97527 2.99477
MLOC_43282 MLOC_43282 0.8434 1.30197 1.10635 0.0744061 0.157878 4.34408 0.015127 3.35683
MLOC_43290 MLOC_43290 5.17161 14.4438 12.7963 0.238273 49.2836 0.159734 0.154862 0.857217
MLOC_4330.1 MLOC_4330 0.169742 0.979459 0.466595 0.344485 1.35657 0.387483 11.4783 0.101476
MLOC_43304 MLOC_43304 37.6371 22.1745 21.3537 24.7404 14.8319 56.2701 2.46925 42.1497
MLOC_43308 MLOC_43308 9.15183 10.7878 7.34355 2.80442 4.39382 2.77692 22.3882 2.5269
MLOC_43312.1 MLOC_43312 0.865451 0.529558 0.732736 0.353929 0.149574 0.732819 0.743535 0.791284
MLOC_43313.2 MLOC_43313 15.4512 10.911 13.834 10.8561 9.71073 45.3012 31.578 28.0265
MLOC_43316.2 MLOC_43316 4.97734 3.16674 3.29342 5.31498 3.06812 8.2925 10.3542 4.70217
MLOC_4332.1 MLOC_4332 0.89755 4.9687 0.822949 0 4.12474 0.646113 7.3957 1.45735
MLOC_43327.1 MLOC_43327 0.973283 0.874156 3.58552 0.34026 0.839853 0.481662 6.16374 0.402402
MLOC_43329 MLOC_43329 5.44059 38.6381 32.5838 4.60703 31.6182 7.62643 22.4885 4.71073
MLOC_43331.1 MLOC_43331 30.1577 13.3774 57.3117 168.434 2340.73 1.62815 44.7963 0.344308
MLOC_43332 MLOC_43332 5.01195 34.9763 13.9061 0.270189 16.4425 31.7417 41.5887 15.9851
MLOC_43338.1 MLOC_43338 4.76336 5.09516 2.72514 0.76265 0.883648 13.929 0.0553329 11.6943
MLOC_43339 MLOC_43339 0.45167 0.341341 0.649751 0.265996 0.308364 0.869378 1.18727 0.627933
MLOC_43345.6 MLOC_43345 2.29719 1.3761 1.07732 1.35961 0.716554 5.0607 5.11326 2.38455
MLOC_43349 MLOC_43349 0.0276755 0.154349 4.66017 0.214125 0 0 0 0
MLOC_43351 MLOC_43351 0.483885 2.09631 4.41291 0.739859 18.5598 0.19195 2.85595 0.219186
MLOC_43354.2 MLOC_43354 7.60567 0.0736238 0 18.3722 0 0.13937 0 0
MLOC_43355.1 MLOC_43355 4.61132 1.74435 2.05099 2.3584 0.974123 10.1631 1.03407 6.3304
MLOC_43357 MLOC_43357 11.4953 14.3113 7.38128 7.27107 41.1433 11.7513 51.0369 10.8431
MLOC_43382 MLOC_43382 1.36759 1.44322 2.1273 0.81753 3.39761 0.500197 20.9699 0.568281
MLOC_4339.1 MLOC_4339 49.9103 85.5739 55.4267 15.2448 106.774 8.00499 166.253 6.48231
MLOC_43394 MLOC_43394 7.56011 5.19058 1.67799 1.93326 13.2361 5.57252 27.1828 6.35921
MLOC_43395.1 MLOC_43395 3.77704 1.27591 2.30696 19.861 4.70915 18.9003 7.77269 6.21702
MLOC_43396.1 MLOC_43396 12.7342 0.0647646 0.158101 6.4243 0 0 0 0.0402031
MLOC_43400 MLOC_43400 17.4502 16.5083 19.5134 14.0537 7.46295 49.3728 37.8202 37.548
MLOC_43403.1 MLOC_43403 5.23059 3.13827 4.09605 25.6629 10.8972 4.26701 14.9525 2.76309
MLOC_43405.2 MLOC_43405 7.58601 9.52143 3.53345 15.6528 8.41138 15.582 0.297725 17.3139
MLOC_4341.1 MLOC_4341 77.2574 60.6585 70.7027 36.0041 20.5857 87.4607 67.8952 72.9171
MLOC_43415 MLOC_43415 5.4321 7.70162 6.79456 5.52012 4.35531 30.7964 0.763645 22.2125
MLOC_4342 MLOC_4342 11.1008 7.49346 9.99425 12.6653 9.55918 21.2661 20.9476 14.3295
MLOC_43428 MLOC_43428 9.90696 8.15659 7.2864 12.234 5.3498 5.55612 34.8413 4.33228
MLOC_4343.1 MLOC_4343 2.08784 0.74921 2.07667 1.99479 0.375038 1.74288 5.53959 0.841028
MLOC_43430.2 MLOC_43430 0.110606 0.0949619 0.628233 1.0249 0 0.223775 0.00847388 0.197484
MLOC_43438 MLOC_43438 22.5401 10.7637 18.0539 9.68849 12.134 10.9589 187.161 5.55172
MLOC_43439 MLOC_43439 17.2386 13.7649 24.9913 15.4202 8.35354 20.628 68.1113 11.7953
MLOC_4344.2 MLOC_4344 1.94765 2.42145 6.46685 0.611903 1.82008 5.01801 28.6266 1.85406
MLOC_43445 MLOC_43445 0.463412 1.0349 10.9722 0.650192 0.732833 0.0269769 0.790227 0.0192266
MLOC_43447 MLOC_43447 13.2956 4.60306 4.03936 2.96755 0.800351 0.831323 37.9652 1.11515
MLOC_43448.1 MLOC_43448 0 0 0 0 0 0 0 0
MLOC_43452 MLOC_43452 46.9458 12.5917 27.4381 81.5672 21.8528 13.5025 51.4279 12.5983
MLOC_43456.4 MLOC_43456 6.02418 5.11392 4.24183 7.01495 3.70183 15.3622 9.47257 10.2914
MLOC_43461 MLOC_43461 243.233 36.0038 14.5129 147.81 2749.77 13.0025 1545.23 14.9098
MLOC_43465.1 MLOC_43465 0.0715804 1.96988 4.18621 0.267505 1.6241 0.0620585 24.8239 0.140701
MLOC_43473.2 MLOC_43473 1.53291 2.37191 2.30964 0.955441 2.25988 2.30679 2.11535 3.28264
MLOC_43476.1 MLOC_43476 59.6712 15.8476 14.4582 27.184 5.21555 10.8577 10.0171 9.58071
MLOC_43485.1 MLOC_43485 15.4928 79.4716 201.974 46.6167 27.8577 6.9429 973.863 8.65349
MLOC_43486.2 MLOC_43486 15.2483 36.0042 31.5204 3.97673 14.2366 5.03784 38.7297 5.55707
MLOC_4349 MLOC_4349 2.63657 2.54384 3.99159 2.20081 2.25176 4.99246 7.46802 3.25179
MLOC_43495 MLOC_43495 10.3731 11.8178 18.787 12.0214 8.15692 9.56507 53.702 7.32466
MLOC_43497 MLOC_43497 487.767 186.17 140.99 4164.28 136.304 358.268 586.023 345.882
MLOC_43498.1 MLOC_43498 11.014 15.4438 13.0881 11.0724 1.45072 0.0736588 10.8195 0.0374258
MLOC_4350.2 MLOC_4350 14.3171 11.8502 11.9206 12.2497 7.94532 33.1413 15.0308 31.0939
MLOC_43501 MLOC_43501 0.119823 0.384673 0 0 0.916797 0 0 0.208836
MLOC_43512 MLOC_43512 2.34128 1.99721 3.23422 0 1.37756 1.50314 9.7564 0.559163
MLOC_43518.1 MLOC_43518 2.86016 9.19299 6.8763 0.475785 3.82222 1.0443 22.3019 1.35222
MLOC_4352.1 MLOC_4352 17.1744 16.2283 24.9773 45.6469 6.73953 29.7498 57.888 28.0681
MLOC_43525.2 MLOC_43525 26.2983 17.125 23.285 38.3219 14.9597 54.8377 66.1548 30.9371
MLOC_43526.1 MLOC_43526 0.54348 4.54817 9.66543 0.506965 82.1396 0.288735 89.7374 1.95752
MLOC_43537.1 MLOC_43537 0.0938822 1.5785 0.264451 0.0712808 30.855 0.0200545 0.134688 0.153181
MLOC_43541.2 MLOC_43541 0.241584 0.189209 0.4475 0.252827 0.350274 0.0631789 0.901934 0.0700866
MLOC_43543.1 MLOC_43543 3.74398 3.17862 6.20885 7.41007 3.14925 4.95589 10.7129 3.7845
MLOC_43545.1 MLOC_43545 0.397653 0.583757 1.51829 1.59527 0.783948 1.22206 2.503 0.462993
MLOC_43548.1 MLOC_43548 0 0 0.723887 0 0 0 0 0
MLOC_4355.1 MLOC_4355 4.73469 4.67719 6.06475 1.3506 1.38845 3.22919 4.6525 3.28431
MLOC_43555 MLOC_43555 30.3187 22.1365 16.1629 7.73423 8.89322 25.9081 42.3589 28.3689
MLOC_43556.1 MLOC_43556 19.0927 19.8813 40.7409 52.8362 24.9953 16.77 213.142 11.6198
MLOC_43558.1 MLOC_43558 0.88233 1.09103 1.18177 0.390955 0.551215 2.03262 6.84028 2.24562
MLOC_4356.1 MLOC_4356 0.443619 4.92173 8.80382 1.61955 5.32813 6.67061 21.5644 1.78608
MLOC_43564 MLOC_43564 4.83622 3.91087 6.28173 5.51639 3.35944 6.10841 15.5345 4.85551
MLOC_43566 MLOC_43566 1.38472 1.09294 1.85291 0.631404 1.4881 3.84991 16.8754 4.49704
MLOC_43575 MLOC_43575 2.59857 13.5598 12.3559 1.51225 7.31424 15.4027 43.1485 10.6677
